cropRegCode,state,year,season,Registered Area,Inspected Area,Certified Area,Crop,Variety,CropCode,VarietyCode,Source Class,Destination Class,Estimated Yeild (Qtl),Intake Quantity,Intake Verified Quantity,Sowing Week,Sowing Month,Harvesting Week,harvesting month,District,Block,Village,Sowed Quantity,cropPattern,typeOfSowing,cropCondition,Tc Quantity
R23-2-1059,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13,13.5,13.5,Week 3,JANUARY,Week 4,APRIL,PURI,PIPILI,Kairi,0.4,Sole Cropping,Drilling,average,13
R23-2-201,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 3,APRIL,PURI,NIMAPADA,Sainsasasan,0.4,Sole Cropping,Drilling,average,13.5
R23-8-835,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,13,13,13,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Tentula,0.4,Sole Cropping,Broadcasting,good,12
K23-1-177,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,45,49.5,0,Week 2,JULY,Week 4,NOVEMBER,BARGARH,PAIKMAL,Lakhamara,0.4,Sole Cropping,Transplanting,good,45
K23-7-431,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Swarna Shreya,C002,V434,FOUNDATION I,CERTIFIED I,50,50,50,Week 1,JULY,Week 4,NOVEMBER,KALAHANDI,GOLAMUNDA,Borguda,0.6,Sole Cropping,Transplanting,good,50
R23-8-1333,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,12,12.5,12.5,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,DhobaChakurai,0.4,Sole Cropping,Broadcasting,good,13
R23-8-2128,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.8,13.5,13.5,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Bartana,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1312,Odisha,2023-24,RABI (2023-24),2,2,1.8,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,12.6,12.5,12.5,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Chhachina,0.4,Sole Cropping,Broadcasting,good,13.5
R23-2-696,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.6,13.5,13.5,Week 2,JANUARY,Week 2,MAY,PURI,PIPILI,Lohapur,0.4,Sole Cropping,Drilling,average,13.5
K23-7-783,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,108,70,70,Week 3,JUNE,Week 1,DECEMBER,SONEPUR,ULLUNDA,Ghamadiapali,1.2,Sole Cropping,Transplanting,good,70
R23-2-894,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 2,MAY,PURI,PIPILI,Orakol,0.4,Sole Cropping,Drilling,average,13.5
R23-5-89,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 452 (NbeG 452),C012,V557,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,DECEMBER,Week 4,MARCH,KENDUJHAR,GHATGAON,Mathurapasi,1,Sole Cropping,Broadcasting,average,28
R23-8-2257,Odisha,2023-24,RABI (2023-24),3,3,3,Lentil (Masur),Shekhar-5 (KLS-122),C019,A0309092,FOUNDATION II,CERTIFIED I,33.3,33.3,33.3,Week 2,DECEMBER,Week 2,MAY,BALESHWAR,BHOGRAI,Teghari,0.6,Sole Cropping,Broadcasting,good,33
K23-1-39,Odisha,2023-24,KHARIF (2023),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,40,40,40,Week 4,JULY,Week 2,OCTOBER,BARGARH,PAIKMAL,Sapalahar,6,,,,40
R23-2-276,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Pubagarh,0.4,Sole Cropping,Broadcasting,good,13.5
R23-2-132,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,PURI,PIPILI,Matiapada No-1,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1191,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14.6,15,15,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Mahisamunda,0.4,Sole Cropping,Broadcasting,good,15
K23-7-319,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU1121 (Sri Dhruthi),C002,V389,FOUNDATION I,CERTIFIED I,106,106,106,Week 1,JULY,Week 3,NOVEMBER,SONEPUR,DUNGURIPALI,Gandapali,1.2,Sole Cropping,Transplanting,good,106
R23-2-1101,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,NIMAPADA,Resinga,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1267,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.4,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Subhanandipur,0.36,Sole Cropping,Broadcasting,good,14.5
R23-8-1519,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.4,14.5,14.5,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Debhog,0.4,Sole Cropping,Broadcasting,good,14.5
K23-1-1424,Odisha,2023-24,KHARIF (2023),6,6,6,PaddyDhan,PRATIKSHYA (ORS 201-5)(IET-15191),C002,V097,FOUNDATION I,CERTIFIED I,288,55,55,Week 3,JUNE,Week 3,DECEMBER,SAMBALPUR,KUCHINDA,Burudihi,0.03,Sole Cropping,Transplanting,good,60
R23-8-1308,Odisha,2023-24,RABI (2023-24),2,2,1.7,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,10.2,10,10,Week 1,JANUARY,Week 4,APRIL,BALESHWAR,BASTA,Nabada,0.4,Sole Cropping,Broadcasting,good,11
K23-1-1062,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Swarna Shreya,C002,V434,CERTIFIED I,CERTIFIED II,50,55,55,Week 3,JUNE,Week 1,DECEMBER,SAMBALPUR,BAMRA,Dangajore,0.01,Sole Cropping,Transplanting,good,50
R23-8-2233,Odisha,2023-24,RABI (2023-24),4,4,4,Black gram (Biri),Kota Urd-4,C011,V610,FOUNDATION II,CERTIFIED I,34,34,34,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Nayabali,0.8,Sole Cropping,Broadcasting,good,34
K23-4-547,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Maruteru Mashuri MTU 1262(IET 27151),C002,V531,BREEDER,FOUNDATION I,50,50,50,Week 2,JULY,Week 4,DECEMBER,RAYAGADA,PADMAPUR,Khamapadar,0.6,Sole Cropping,Transplanting,good,50
R23-2-951,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Sadangoi Dakhinabar,0.4,Sole Cropping,Drilling,average,14
R23-8-1277,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,JANUARY,Week 1,MAY,BALESHWAR,BALIAPAL,Nepura,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1985,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14.2,14,14,Week 3,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Basulidiga,0.4,Sole Cropping,Broadcasting,good,14.5
R23-8-2063,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,13.6,13.5,13.5,Week 3,FEBRUARY,Week 3,MAY,BALESHWAR,BASTA,Kamargadia,0.4,Sole Cropping,Broadcasting,good,14
K23-8-142,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-1001(VIJETHA),C002,V127,BREEDER,FOUNDATION I,40,42,42,Week 1,JULY,Week 5,NOVEMBER,BALESHWAR,SIMULIA,Hatmaitapur,0.5,Sole Cropping,Transplanting,good,39.2
R23-8-1627,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,13.8,13.5,13.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Basulidiga,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1417,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.4,14,14,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Tindesh,0.4,Sole Cropping,Broadcasting,good,14.5
K23-1-155,Odisha,2023-24,KHARIF (2023),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,44,44,44,Week 4,JULY,Week 2,OCTOBER,BARGARH,PAIKMAL,Sapalahar,6,,,,44
R23-8-850,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Jamsuli,0.4,Sole Cropping,Broadcasting,good,14
R23-8-1623,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,13.8,13.5,13.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Ramchaka,0.4,Sole Cropping,Broadcasting,good,14.5
K23-1-851,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,INDRA(MTV-1061),C002,V635,FOUNDATION I,CERTIFIED I,88,96.5,96.5,Week 1,AUGUST,Week 1,DECEMBER,BARGARH,BARPALI,Khemesara,1,Sole Cropping,Transplanting,good,88
R23-5-107,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 49 (NBeG49),C012,V442,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,DECEMBER,Week 4,MARCH,KENDUJHAR,HATADIHI,Jamhira,1,Sole Cropping,Broadcasting,average,21
R23-8-995,Odisha,2023-24,RABI (2023-24),2,2,1.7,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,10.2,10,10,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Padhiharipur,4,Sole Cropping,Broadcasting,good,11
R23-8-99,Odisha,2023-24,RABI (2023-24),2,2,2,Indian Rape Seeds and Mustard,Pant Sweta (PYS 2007-10),C027,V476,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,DECEMBER,Week 2,MARCH,BALESHWAR,JALESWAR,Baliapal,0.2,Sole Cropping,Broadcasting,good,14
R23-2-579,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14.4,14,14,Week 2,JANUARY,Week 4,APRIL,KHORDHA,BALIPATNA,Somanasasan,0.4,Sole Cropping,Broadcasting,good,13.5
R23-8-1550,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.2,14,14,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Antaroi,0.4,Sole Cropping,Broadcasting,good,14.5
R23-8-445,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Gusainpatana,0.4,Sole Cropping,Broadcasting,good,14
K23-1-678,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Jagtiala Rice-1 (JGL-24423) (IET- 25310),C002,V475,FOUNDATION I,CERTIFIED I,60,64.5,64.5,Week 2,JULY,Week 2,NOVEMBER,BARGARH,BARGARH,Kuruan,0.6,Inter Cropping,Transplanting,good,59
R23-2-297,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,14.5,14.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Marthapur,0.4,Sole Cropping,Broadcasting,good,13.5
R23-8-1703,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,12,12,12,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BALESHWAR,Gobinda,0.4,Sole Cropping,Broadcasting,good,13
R23-8-1768,Odisha,2023-24,RABI (2023-24),2,2,1.6,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,9.6,9.5,9.5,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Kamargadia,0.4,Sole Cropping,Broadcasting,good,10.5
R23-2-988,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Nuagan,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1138,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,14,14,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Simulia,0.4,Sole Cropping,Broadcasting,good,14
R23-8-2110,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,BREEDER,FOUNDATION I,14.2,14,14,Week 1,JANUARY,Week 5,APRIL,BALESHWAR,BALIAPAL,Bishnupur,0.4,Sole Cropping,Broadcasting,good,14.5
R23-8-1400,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.8,15,15,Week 4,JANUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Hatimunda,0.4,Sole Cropping,Broadcasting,good,15
R23-8-1940,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,13,13,13,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Baliapal,0.4,Sole Cropping,Broadcasting,good,13
R23-5-97,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 49 (NBeG49),C012,V442,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,DECEMBER,Week 4,MARCH,KENDUJHAR,HATADIHI,Berunapadi,1,Sole Cropping,Broadcasting,average,25
R23-5-99,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 49 (NBeG49),C012,V442,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,DECEMBER,Week 4,MARCH,KENDUJHAR,HATADIHI,Jamhira,1,Sole Cropping,Broadcasting,average,21
R23-5-374,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,14,13,13,Week 1,JANUARY,Week 4,APRIL,MAYURBHANJ,RASGOVINDPUR,Brahmapur,0.4,Sole Cropping,Broadcasting,good,14
K23-1-91,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-1001(VIJETHA),C002,V127,FOUNDATION I,CERTIFIED I,45,49.5,0,Week 3,JULY,Week 4,NOVEMBER,BARGARH,PAIKMAL,Lakhamara,1,Sole Cropping,Transplanting,good,45
R23-5-369,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 302-2 (KANIKA),C015,V624,FOUNDATION I,CERTIFIED I,14,13,13,Week 1,JANUARY,Week 5,APRIL,MAYURBHANJ,RASGOVINDPUR,Brahmapur,0.4,Sole Cropping,Broadcasting,good,14
R23-2-144,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14.5,14.5,Week 2,JANUARY,Week 4,APRIL,PURI,PIPILI,Saraswatipur,0.4,Sole Cropping,Drilling,average,13.5
R23-8-1652,Odisha,2023-24,RABI (2023-24),2,2,1.7,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,11.9,11.5,11.5,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BASTA,Kainagari,0.4,Sole Cropping,Broadcasting,good,12.5
R23-8-1548,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14.2,14,14,Week 2,JANUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Antaroi,0.4,Sole Cropping,Broadcasting,good,14.5
R23-2-398,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Aruha,0.4,Sole Cropping,Drilling,average,13.5
K23-7-1114,Odisha,2023-24,KHARIF (2023),0.5,0.5,0.5,PaddyDhan,Tarangini (MTU 1156),C002,V379,FOUNDATION I,CERTIFIED I,26.5,26,26,Week 2,JULY,Week 4,NOVEMBER,BALANGIR,AGALPUR,Harabhanga,0.4,Sole Cropping,Transplanting,good,26.5
R23-2-1093,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 4,APRIL,PURI,NIMAPADA,Resinga,0.4,Sole Cropping,Drilling,average,13.5
K23-1-1731,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,56,61,61,Week 1,JULY,Week 3,NOVEMBER,BARGARH,ATTABIRA,Kulunda,0,Sole Cropping,Transplanting,good,56
R23-8-1378,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.4,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Radhakishorpur,0.4,Sole Cropping,Broadcasting,good,14.5
K23-4-874,Odisha,2023-24,KHARIF (2023),2,2,1,Turmeric,SURAMA,C099,V490,CERTIFIED I,CERTIFIED II,95,94.8,94.8,Week 5,JUNE,Week 4,FEBRUARY,KORAPUT,SEMILIGUDA,Lunguri,30,Sole Cropping,Dibbling,good,
R23-5-100,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 49 (NBeG49),C012,V442,FOUNDATION I,CERTIFIED I,20,22,22,Week 2,DECEMBER,Week 4,MARCH,KENDUJHAR,HATADIHI,Jamhira,1,Sole Cropping,Broadcasting,average,28
R23-2-519,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,PURI,SATYABADI,Dugala,0.4,Sole Cropping,Drilling,average,13.5
R23-6-83,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,10,10,10,Week 1,JANUARY,Week 4,MARCH,GANJAM,DHARAKOTE,Machhakote,0.4,Sole Cropping,Broadcasting,good,11
R23-8-1237,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.8,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Ajodhya,0.36,Sole Cropping,Broadcasting,good,15
R23-8-1265,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.4,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Subhanandipur,0.36,Sole Cropping,Broadcasting,good,14.5
K23-7-360,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,MTU-1010 (COTTONDORA SANNALU),C002,V045,FOUNDATION I,CERTIFIED I,47,47,47,Week 1,JULY,Week 4,NOVEMBER,KALAHANDI,GOLAMUNDA,Karlaguda,0.6,Sole Cropping,Transplanting,good,47
K23-1-314,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,PRATIBHA,C002,V420,FOUNDATION I,CERTIFIED I,80,88,0,Week 2,JULY,Week 3,NOVEMBER,BARGARH,PAIKMAL,Sapalahar,1,Sole Cropping,Transplanting,good,80
R23-8-932,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.8,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,NILGIRI,Ajodhya,0.36,Sole Cropping,Broadcasting,good,15
R23-8-1965,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,9,9.5,9.5,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,Broadcasting,good,9.5
K23-4-877,Odisha,2023-24,KHARIF (2023),3,3,2,Turmeric,SURAMA,C099,V490,CERTIFIED I,CERTIFIED II,170,170,170,Week 5,JUNE,Week 4,FEBRUARY,KORAPUT,SEMILIGUDA,Charangul,45,Sole Cropping,Dibbling,average,
R23-8-1945,Odisha,2023-24,RABI (2023-24),2,2,1.8,Black gram (Biri),Shashi(OBG 33),C011,V511,FOUNDATION I,CERTIFIED I,9,9,9,Week 1,FEBRUARY,Week 4,APRIL,BALESHWAR,JALESWAR,Chitmishra,0.4,Sole Cropping,Broadcasting,good,9.5
R23-2-707,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 4,APRIL,PURI,NIMAPADA,Haripur,0.4,Sole Cropping,Drilling,average,14
K23-4-647,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,Hasanta,C002,V416,FOUNDATION I,CERTIFIED I,114,110,110,Week 2,JUNE,Week 5,NOVEMBER,NABARANGPUR,Umarkote Municipality,Umarkote (M) - Ward No.10,1.4,Sole Cropping,Transplanting,good,100
K23-1-1536,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,Chandra(MTU-1153),C002,V395,FOUNDATION I,CERTIFIED I,150,100,100,Week 5,JUNE,Week 5,OCTOBER,BARGARH,Barapali NAC,Barapali (NAC) - Ward No.9,1.8,Sole Cropping,Transplanting,good,125
R23-2-301,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,14,14.5,14.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Guapur,0.4,Sole Cropping,Broadcasting,good,13.5
R23-8-2127,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,13.6,13.5,13.5,Week 1,FEBRUARY,Week 5,APRIL,BALESHWAR,JALESWAR,Bartana,0.4,Sole Cropping,Broadcasting,good,14
R23-5-634,Odisha,2023-24,RABI (2023-24),2,2,1,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,6,6,6,Week 2,JANUARY,Week 1,MAY,MAYURBHANJ,BADASAHI,Bathurdibandh,0.4,Sole Cropping,Broadcasting,good,6
R23-2-575,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14.4,13.5,13.5,Week 2,JANUARY,Week 3,APRIL,KHORDHA,BALIPATNA,Somanasasan,0.4,Sole Cropping,Broadcasting,good,13.5
R23-2-981,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,14,14,14,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Arisal,0.4,Sole Cropping,Drilling,average,13.5
R23-2-460,Odisha,2023-24,RABI (2023-24),2,2,2,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,FOUNDATION I,CERTIFIED I,14,13.5,13.5,Week 2,JANUARY,Week 4,APRIL,PURI,NIMAPADA,Renchsasan,0.4,Sole Cropping,Drilling,average,13.5
R23-8-999,Odisha,2023-24,RABI (2023-24),2,2,1.8,Green Gram(Mung),IPM 410-3 (Shikha),C015,V436,CERTIFIED I,CERTIFIED II,10.8,10.5,10.5,Week 2,FEBRUARY,Week 4,APRIL,BALESHWAR,BALIAPAL,Jamkunda,0.4,Sole Cropping,Broadcasting,good,11.5
K23-1-854,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,116,118,118,Week 1,AUGUST,Week 4,NOVEMBER,BARGARH,BHEDEN,Piplipali,0.6,Sole Cropping,Transplanting,good,107.5
R23-8-1357,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,CERTIFIED I,CERTIFIED II,14.6,14.5,14.5,Week 2,FEBRUARY,Week 5,APRIL,BALESHWAR,BHOGRAI,Panisandha,0.4,Sole Cropping,Broadcasting,good,15
